t,plant,axis,organ,Uptake_Nitrates
873,1,MS,roots,0.29257638
874,1,MS,roots,0.28742464
875,1,MS,roots,0.28206422
876,1,MS,roots,0.27668296
877,1,MS,roots,0.27114081
878,1,MS,roots,0.26554111
879,1,MS,roots,0.25960938
880,1,MS,roots,0.25265907
881,1,MS,roots,0.24287062
882,1,MS,roots,0.23447519
883,1,MS,roots,0.22929122
884,1,MS,roots,0.22552026
885,1,MS,roots,0.2238203
886,1,MS,roots,0.22605969
887,1,MS,roots,0.23339902
888,1,MS,roots,0.24993905
889,1,MS,roots,0.2662036
890,1,MS,roots,0.2859535
891,1,MS,roots,0.29847272
892,1,MS,roots,0.29735336
893,1,MS,roots,0.29367203
894,1,MS,roots,0.28999597
895,1,MS,roots,0.28730173
896,1,MS,roots,0.28408505
897,1,MS,roots,0.28098802
898,1,MS,roots,0.27932747
899,1,MS,roots,0.27865667
900,1,MS,roots,0.27832932
901,1,MS,roots,0.27744268
902,1,MS,roots,0.27611878
903,1,MS,roots,0.27491383
904,1,MS,roots,0.27400414
905,1,MS,roots,0.27282077
906,1,MS,roots,0.27132855
907,1,MS,roots,0.26910037
908,1,MS,roots,0.26603818
909,1,MS,roots,0.26307356
910,1,MS,roots,0.26171669
911,1,MS,roots,0.26242024
912,1,MS,roots,0.26631996
913,1,MS,roots,0.27193789
914,1,MS,roots,0.27881942
915,1,MS,roots,0.2875468
916,1,MS,roots,0.29338692
917,1,MS,roots,0.2957006
918,1,MS,roots,0.29619831
919,1,MS,roots,0.29685696
920,1,MS,roots,0.29737225
921,1,MS,roots,0.29705485
922,1,MS,roots,0.29631698
923,1,MS,roots,0.29568777
924,1,MS,roots,0.29400966
925,1,MS,roots,0.29092916
926,1,MS,roots,0.28735146
927,1,MS,roots,0.28354132
928,1,MS,roots,0.27936381
929,1,MS,roots,0.27407598
930,1,MS,roots,0.26785107
931,1,MS,roots,0.26089787
932,1,MS,roots,0.25410299
933,1,MS,roots,0.24924862
934,1,MS,roots,0.25096582
935,1,MS,roots,0.25760537
936,1,MS,roots,0.26691561
937,1,MS,roots,0.28085578
938,1,MS,roots,0.29266853
939,1,MS,roots,0.30157186
940,1,MS,roots,0.30746429
941,1,MS,roots,0.31238928
942,1,MS,roots,0.31315181
943,1,MS,roots,0.31159742
944,1,MS,roots,0.30441144
945,1,MS,roots,0.29281514
946,1,MS,roots,0.28336127
947,1,MS,roots,0.27175533
948,1,MS,roots,0.26017016
949,1,MS,roots,0.2493213
950,1,MS,roots,0.2398479
951,1,MS,roots,0.23209499
952,1,MS,roots,0.22485754
953,1,MS,roots,0.21697197
954,1,MS,roots,0.20675372
955,1,MS,roots,0.20123759
956,1,MS,roots,0.1964107
957,1,MS,roots,0.19067776
958,1,MS,roots,0.19066504
959,1,MS,roots,0.19731795
960,1,MS,roots,0.21162512
961,1,MS,roots,0.23223209
962,1,MS,roots,0.25490757
963,1,MS,roots,0.27236585
964,1,MS,roots,0.28306208
965,1,MS,roots,0.2892095
966,1,MS,roots,0.29040689
967,1,MS,roots,0.2922543
968,1,MS,roots,0.2964022
969,1,MS,roots,0.30113451
970,1,MS,roots,0.30464717
971,1,MS,roots,0.30394949
972,1,MS,roots,0.29139312
973,1,MS,roots,0.28038552
974,1,MS,roots,0.2738856
975,1,MS,roots,0.26766014
976,1,MS,roots,0.26296626
977,1,MS,roots,0.25821801
978,1,MS,roots,0.25383981
979,1,MS,roots,0.24906946
980,1,MS,roots,0.24288483
981,1,MS,roots,0.23634571
982,1,MS,roots,0.23980656
983,1,MS,roots,0.25267329
984,1,MS,roots,0.26922968
985,1,MS,roots,0.28954193
986,1,MS,roots,0.31895523
987,1,MS,roots,0.3285733
988,1,MS,roots,0.3352014
989,1,MS,roots,0.33599562
990,1,MS,roots,0.33103199
991,1,MS,roots,0.32834497
992,1,MS,roots,0.32824034
993,1,MS,roots,0.33072763
994,1,MS,roots,0.33368059
995,1,MS,roots,0.33756857
996,1,MS,roots,0.34172555
997,1,MS,roots,0.34538467
998,1,MS,roots,0.34841224
999,1,MS,roots,0.35018133
1000,1,MS,roots,0.35041722
1001,1,MS,roots,0.35077162
1002,1,MS,roots,0.35165666
1003,1,MS,roots,0.35124431
1004,1,MS,roots,0.35041831
1005,1,MS,roots,0.34927614
1006,1,MS,roots,0.34866087
1007,1,MS,roots,0.35053895
1008,1,MS,roots,0.35054685
1009,1,MS,roots,0.34699715
1010,1,MS,roots,0.3421955
1011,1,MS,roots,0.33897455
1012,1,MS,roots,0.33420159
1013,1,MS,roots,0.32587518
1014,1,MS,roots,0.31053372
1015,1,MS,roots,0.29527026
1016,1,MS,roots,0.27989118
1017,1,MS,roots,0.26449188
1018,1,MS,roots,0.2493418
1019,1,MS,roots,0.23578564
1020,1,MS,roots,0.22444329
1021,1,MS,roots,0.21513633
1022,1,MS,roots,0.20722196
1023,1,MS,roots,0.20059823
1024,1,MS,roots,0.19766905
1025,1,MS,roots,0.19516098
1026,1,MS,roots,0.19001882
1027,1,MS,roots,0.18521072
1028,1,MS,roots,0.1812272
1029,1,MS,roots,0.17874764
1030,1,MS,roots,0.18387707
1031,1,MS,roots,0.19199696
1032,1,MS,roots,0.19879091
1033,1,MS,roots,0.21626386
1034,1,MS,roots,0.23633265
1035,1,MS,roots,0.24679185
1036,1,MS,roots,0.25256782
1037,1,MS,roots,0.2463376
1038,1,MS,roots,0.2346167
1039,1,MS,roots,0.22373286
1040,1,MS,roots,0.21846406
1041,1,MS,roots,0.2195154
1042,1,MS,roots,0.22074414
1043,1,MS,roots,0.22165694
1044,1,MS,roots,0.22265665
1045,1,MS,roots,0.22342391
1046,1,MS,roots,0.22374705
1047,1,MS,roots,0.22313991
1048,1,MS,roots,0.22151366
1049,1,MS,roots,0.21977453
1050,1,MS,roots,0.21805702
1051,1,MS,roots,0.21619406
1052,1,MS,roots,0.21462779
1053,1,MS,roots,0.1955435
1054,1,MS,roots,0.20149757
1055,1,MS,roots,0.21084328
1056,1,MS,roots,0.22320917
1057,1,MS,roots,0.26201339
1058,1,MS,roots,0.31635391
1059,1,MS,roots,0.35319757
1060,1,MS,roots,0.36862534
1061,1,MS,roots,0.36815133
1062,1,MS,roots,0.36985337
1063,1,MS,roots,0.3752821
1064,1,MS,roots,0.38056063
1065,1,MS,roots,0.38366878
1066,1,MS,roots,0.38479683
1067,1,MS,roots,0.38494098
1068,1,MS,roots,0.38438247
1069,1,MS,roots,0.38332985
1070,1,MS,roots,0.38175741
1071,1,MS,roots,0.38035782
1072,1,MS,roots,0.37863949
1073,1,MS,roots,0.37679594
1074,1,MS,roots,0.375321
1075,1,MS,roots,0.37302783
1076,1,MS,roots,0.37024504
1077,1,MS,roots,0.3688045
1078,1,MS,roots,0.37290141
1079,1,MS,roots,0.38170252
1080,1,MS,roots,0.39363548
1081,1,MS,roots,0.4075287
1082,1,MS,roots,0.42705921
1083,1,MS,roots,0.46323319
1084,1,MS,roots,0.48223045
1085,1,MS,roots,0.48435913
1086,1,MS,roots,0.4875632
1087,1,MS,roots,0.49239528
1088,1,MS,roots,0.49581778
1089,1,MS,roots,0.49731133
1090,1,MS,roots,0.497356
1091,1,MS,roots,0.49742217
1092,1,MS,roots,0.49695007
1093,1,MS,roots,0.49435853
1094,1,MS,roots,0.49095418
1095,1,MS,roots,0.48778853
1096,1,MS,roots,0.48563046
1097,1,MS,roots,0.48434555
1098,1,MS,roots,0.48322676
1099,1,MS,roots,0.4819031
1100,1,MS,roots,0.48037628
1101,1,MS,roots,0.4793744
1102,1,MS,roots,0.47969549
1103,1,MS,roots,0.48094455
1104,1,MS,roots,0.48271996
1105,1,MS,roots,0.48441085
1106,1,MS,roots,0.48605527
1107,1,MS,roots,0.49311063
1108,1,MS,roots,0.50989113
1109,1,MS,roots,0.52377153
1110,1,MS,roots,0.53523685
1111,1,MS,roots,0.54739123
1112,1,MS,roots,0.55652804
1113,1,MS,roots,0.56394636
1114,1,MS,roots,0.56971205
1115,1,MS,roots,0.57087708
1116,1,MS,roots,0.57018113
1117,1,MS,roots,0.56885772
1118,1,MS,roots,0.56615942
1119,1,MS,roots,0.56288493
1120,1,MS,roots,0.55961216
1121,1,MS,roots,0.55645417
1122,1,MS,roots,0.55402405
1123,1,MS,roots,0.55112424
1124,1,MS,roots,0.54784584
1125,1,MS,roots,0.54798701
1126,1,MS,roots,0.55645244
1127,1,MS,roots,0.57500253
1128,1,MS,roots,0.59932448
1129,1,MS,roots,0.62397754
1130,1,MS,roots,0.64439504
1131,1,MS,roots,0.64536874
1132,1,MS,roots,0.64545195
1133,1,MS,roots,0.63712073
1134,1,MS,roots,0.62536797
1135,1,MS,roots,0.61510574
1136,1,MS,roots,0.60445692
1137,1,MS,roots,0.59031052
1138,1,MS,roots,0.58065097
1139,1,MS,roots,0.57593161
1140,1,MS,roots,0.57128539
1141,1,MS,roots,0.56523389
1142,1,MS,roots,0.55266114
1143,1,MS,roots,0.52642423
1144,1,MS,roots,0.50582595
1145,1,MS,roots,0.4910913
1146,1,MS,roots,0.47713562
1147,1,MS,roots,0.46641572
1148,1,MS,roots,0.45544828
1149,1,MS,roots,0.45706579
1150,1,MS,roots,0.47287349
1151,1,MS,roots,0.49570881
1152,1,MS,roots,0.52998426
1153,1,MS,roots,0.56595152
1154,1,MS,roots,0.5961317
1155,1,MS,roots,0.63215217
1156,1,MS,roots,0.64534706
1157,1,MS,roots,0.63499397
1158,1,MS,roots,0.62186732
1159,1,MS,roots,0.61341829
1160,1,MS,roots,0.60751017
1161,1,MS,roots,0.60200122
1162,1,MS,roots,0.5962195
1163,1,MS,roots,0.59084021
1164,1,MS,roots,0.58455455
1165,1,MS,roots,0.57658266
1166,1,MS,roots,0.56850362
1167,1,MS,roots,0.56097428
1168,1,MS,roots,0.55429381
1169,1,MS,roots,0.5480394
1170,1,MS,roots,0.54105301
1171,1,MS,roots,0.53465334
1172,1,MS,roots,0.52865891
1173,1,MS,roots,0.52415232
1174,1,MS,roots,0.52272788
1175,1,MS,roots,0.52671692
1176,1,MS,roots,0.54135914
1177,1,MS,roots,0.5570587
1178,1,MS,roots,0.56722156
1179,1,MS,roots,0.56930094
1180,1,MS,roots,0.5678184
1181,1,MS,roots,0.55976662
1182,1,MS,roots,0.5494774
1183,1,MS,roots,0.54113499
1184,1,MS,roots,0.53393033
1185,1,MS,roots,0.52711312
1186,1,MS,roots,0.52070337
1187,1,MS,roots,0.5149974
1188,1,MS,roots,0.50883258
1189,1,MS,roots,0.50217645
1190,1,MS,roots,0.49218711
1191,1,MS,roots,0.47812652
1192,1,MS,roots,0.46187459
1193,1,MS,roots,0.43471222
1194,1,MS,roots,0.41442282
1195,1,MS,roots,0.40002852
1196,1,MS,roots,0.38619728
1197,1,MS,roots,0.38072331
1198,1,MS,roots,0.38955429
1199,1,MS,roots,0.39930167
1200,1,MS,roots,0.40338322
1201,1,MS,roots,0.41597729
1202,1,MS,roots,0.43863439
1203,1,MS,roots,0.45650221
1204,1,MS,roots,0.45085382
1205,1,MS,roots,0.44614303
1206,1,MS,roots,0.4379809
1207,1,MS,roots,0.43148848
1208,1,MS,roots,0.42496872
1209,1,MS,roots,0.41392337
1210,1,MS,roots,0.40003175
1211,1,MS,roots,0.38780658
1212,1,MS,roots,0.38823607
1213,1,MS,roots,0.37918181
1214,1,MS,roots,0.37398909
1215,1,MS,roots,0.36929681
1216,1,MS,roots,0.36097555
1217,1,MS,roots,0.36106219
1218,1,MS,roots,0.36093342
1219,1,MS,roots,0.35708072
1220,1,MS,roots,0.35148545
1221,1,MS,roots,0.34775602
1222,1,MS,roots,0.35234165
1223,1,MS,roots,0.36644043
1224,1,MS,roots,0.38476658
1225,1,MS,roots,0.39720565
1226,1,MS,roots,0.4141032
1227,1,MS,roots,0.4219844
1228,1,MS,roots,0.42195522
1229,1,MS,roots,0.41476155
1230,1,MS,roots,0.40580525
1231,1,MS,roots,0.39785928
1232,1,MS,roots,0.39008676
1233,1,MS,roots,0.38632815
1234,1,MS,roots,0.38383756
1235,1,MS,roots,0.37963112
1236,1,MS,roots,0.37601287
1237,1,MS,roots,0.37296263
1238,1,MS,roots,0.37032214
1239,1,MS,roots,0.37008347
1240,1,MS,roots,0.35483591
1241,1,MS,roots,0.33998587
1242,1,MS,roots,0.33371543
1243,1,MS,roots,0.32520738
1244,1,MS,roots,0.3124725
1245,1,MS,roots,0.30324636
1246,1,MS,roots,0.31272913
1247,1,MS,roots,0.33739007
1248,1,MS,roots,0.36478751
1249,1,MS,roots,0.37522136
1250,1,MS,roots,0.39797003
1251,1,MS,roots,0.40772273
1252,1,MS,roots,0.40856479
1253,1,MS,roots,0.39455129
1254,1,MS,roots,0.37223231
1255,1,MS,roots,0.35668046
1256,1,MS,roots,0.35848085
1257,1,MS,roots,0.36068529
1258,1,MS,roots,0.36234714
1259,1,MS,roots,0.36228812
1260,1,MS,roots,0.36179746
1261,1,MS,roots,0.36104454
1262,1,MS,roots,0.35900514
1263,1,MS,roots,0.35599173
1264,1,MS,roots,0.35241823
1265,1,MS,roots,0.34975262
1266,1,MS,roots,0.34674167
1267,1,MS,roots,0.34409168
1268,1,MS,roots,0.34233173
1269,1,MS,roots,0.3433186
1270,1,MS,roots,0.34672416
1271,1,MS,roots,0.35164504
1272,1,MS,roots,0.35709865
1273,1,MS,roots,0.36304501
1274,1,MS,roots,0.3685445
1275,1,MS,roots,0.37419845
1276,1,MS,roots,0.37969345
1277,1,MS,roots,0.38440924
1278,1,MS,roots,0.38853221
1279,1,MS,roots,0.39232898
1280,1,MS,roots,0.39527629
1281,1,MS,roots,0.39726013
1282,1,MS,roots,0.39841844
1283,1,MS,roots,0.39951224
1284,1,MS,roots,0.39962569
1285,1,MS,roots,0.39928614
1286,1,MS,roots,0.39866371
1287,1,MS,roots,0.3977506
1288,1,MS,roots,0.39650427
1289,1,MS,roots,0.39501511
1290,1,MS,roots,0.39368444
1291,1,MS,roots,0.39199567
1292,1,MS,roots,0.39004306
1293,1,MS,roots,0.38993691
1294,1,MS,roots,0.39303483
1295,1,MS,roots,0.40138385
1296,1,MS,roots,0.40390747
1297,1,MS,roots,0.44183572
1298,1,MS,roots,0.49318627
1299,1,MS,roots,0.53529086
1300,1,MS,roots,0.53272569
1301,1,MS,roots,0.50845753
1302,1,MS,roots,0.48500132
1303,1,MS,roots,0.46574983
1304,1,MS,roots,0.46152948
1305,1,MS,roots,0.46027564
1306,1,MS,roots,0.45966521
1307,1,MS,roots,0.4591193
1308,1,MS,roots,0.45845622
1309,1,MS,roots,0.45750038
1310,1,MS,roots,0.45500453
1311,1,MS,roots,0.45097068
1312,1,MS,roots,0.4467991
1313,1,MS,roots,0.44294717
1314,1,MS,roots,0.44078506
1315,1,MS,roots,0.43715783
1316,1,MS,roots,0.43366304
1317,1,MS,roots,0.43442411
1318,1,MS,roots,0.44024744
1319,1,MS,roots,0.45112489
1320,1,MS,roots,0.46466089
1321,1,MS,roots,0.47412784
1322,1,MS,roots,0.4869824
1323,1,MS,roots,0.50048402
1324,1,MS,roots,0.520399
1325,1,MS,roots,0.53343257
1326,1,MS,roots,0.53534572
1327,1,MS,roots,0.53563054
1328,1,MS,roots,0.5373082
1329,1,MS,roots,0.53913321
1330,1,MS,roots,0.54021372
1331,1,MS,roots,0.54079789
1332,1,MS,roots,0.5396448
1333,1,MS,roots,0.53837064
1334,1,MS,roots,0.53692754
1335,1,MS,roots,0.53573049
1336,1,MS,roots,0.53376987
1337,1,MS,roots,0.53177626
1338,1,MS,roots,0.52966689
1339,1,MS,roots,0.5264091
1340,1,MS,roots,0.52391893
1341,1,MS,roots,0.52501458
1342,1,MS,roots,0.52867762
1343,1,MS,roots,0.53687542
1344,1,MS,roots,0.55199408
1345,1,MS,roots,0.59673653
1346,1,MS,roots,0.67108209
1347,1,MS,roots,0.71704973
1348,1,MS,roots,0.74377642
1349,1,MS,roots,0.70876
1350,1,MS,roots,0.6630898
1351,1,MS,roots,0.63327847
1352,1,MS,roots,0.62696767
1353,1,MS,roots,0.62244273
1354,1,MS,roots,0.61822726
1355,1,MS,roots,0.61284002
1356,1,MS,roots,0.60612502
1357,1,MS,roots,0.5985245
1358,1,MS,roots,0.59059646
1359,1,MS,roots,0.58352722
1360,1,MS,roots,0.57735734
1361,1,MS,roots,0.57107237
1362,1,MS,roots,0.56400416
1363,1,MS,roots,0.55901145
1364,1,MS,roots,0.55718018
1365,1,MS,roots,0.56297229
1366,1,MS,roots,0.57909154
1367,1,MS,roots,0.60348909
1368,1,MS,roots,0.63496606
1369,1,MS,roots,0.66839779
1370,1,MS,roots,0.72888782
1371,1,MS,roots,0.84219369
1372,1,MS,roots,0.87677247
1373,1,MS,roots,0.83524799
1374,1,MS,roots,0.7961556
1375,1,MS,roots,0.7892836
1376,1,MS,roots,0.78522102
1377,1,MS,roots,0.78127828
1378,1,MS,roots,0.77662595
1379,1,MS,roots,0.77012274
1380,1,MS,roots,0.76242864
1381,1,MS,roots,0.75518145
1382,1,MS,roots,0.74785446
1383,1,MS,roots,0.73938656
1384,1,MS,roots,0.72871991
1385,1,MS,roots,0.72257541
1386,1,MS,roots,0.71918582
1387,1,MS,roots,0.71573483
1388,1,MS,roots,0.71353979
1389,1,MS,roots,0.7178388
1390,1,MS,roots,0.72958405
1391,1,MS,roots,0.74581938
1392,1,MS,roots,0.76238886
1393,1,MS,roots,0.78295549
1394,1,MS,roots,0.8117211
1395,1,MS,roots,0.85753907
1396,1,MS,roots,0.87656099
1397,1,MS,roots,0.85602233
1398,1,MS,roots,0.85388185
1399,1,MS,roots,0.85282744
1400,1,MS,roots,0.84971247
1401,1,MS,roots,0.84425714
1402,1,MS,roots,0.83759355
1403,1,MS,roots,0.82851413
1404,1,MS,roots,0.81940511
1405,1,MS,roots,0.81483814
1406,1,MS,roots,0.80918207
1407,1,MS,roots,0.80523926
1408,1,MS,roots,0.80116287
1409,1,MS,roots,0.79710713
1410,1,MS,roots,0.79300487
1411,1,MS,roots,0.78888145
1412,1,MS,roots,0.78548863
1413,1,MS,roots,0.78400283
1414,1,MS,roots,0.78456279
1415,1,MS,roots,0.78936545
1416,1,MS,roots,0.8098074
1417,1,MS,roots,0.83839162
1418,1,MS,roots,0.88541602
1419,1,MS,roots,1.01554832
1420,1,MS,roots,1.04775664
1421,1,MS,roots,0.98317339
1422,1,MS,roots,0.92320633
1423,1,MS,roots,0.91316634
1424,1,MS,roots,0.90845637
1425,1,MS,roots,0.9047409
1426,1,MS,roots,0.90102014
1427,1,MS,roots,0.89308543
1428,1,MS,roots,0.88841743
1429,1,MS,roots,0.88526908
1430,1,MS,roots,0.88660161
1431,1,MS,roots,0.89223363
1432,1,MS,roots,0.90352053
1433,1,MS,roots,0.91340089
1434,1,MS,roots,0.92390972
1435,1,MS,roots,0.92918433
1436,1,MS,roots,0.93499508
1437,1,MS,roots,0.96651478
1438,1,MS,roots,1.03659282
1439,1,MS,roots,1.11538659
1440,1,MS,roots,1.22966098
1441,1,MS,roots,1.40911187
1442,1,MS,roots,1.43922036
1443,1,MS,roots,1.4219901
1444,1,MS,roots,1.38766271
1445,1,MS,roots,1.31415478
1446,1,MS,roots,1.25522961
1447,1,MS,roots,1.23277551
1448,1,MS,roots,1.23307785
1449,1,MS,roots,1.18711234
1450,1,MS,roots,1.18710541
1451,1,MS,roots,1.15356912
1452,1,MS,roots,1.08964664
1453,1,MS,roots,1.09028578
1454,1,MS,roots,1.06024105
1455,1,MS,roots,1.10250953
1456,1,MS,roots,1.12410618
1457,1,MS,roots,1.12420242
1458,1,MS,roots,1.1566556
1459,1,MS,roots,1.12378893
1460,1,MS,roots,1.16690098
1461,1,MS,roots,1.20187954
1462,1,MS,roots,1.23870342
1463,1,MS,roots,1.30618167
1464,1,MS,roots,1.24457177
1465,1,MS,roots,1.58785308
1466,1,MS,roots,1.56970589
1467,1,MS,roots,1.66419104
1468,1,MS,roots,1.55488072
1469,1,MS,roots,1.36829585
1470,1,MS,roots,1.24220908
1471,1,MS,roots,1.08238091
1472,1,MS,roots,1.01709553
1473,1,MS,roots,1.08165825
1474,1,MS,roots,1.12703251
1475,1,MS,roots,1.09786902
1476,1,MS,roots,1.00959017
1477,1,MS,roots,1.01228461
1478,1,MS,roots,1.02460896
1479,1,MS,roots,1.07717263
1480,1,MS,roots,1.02882486
1481,1,MS,roots,1.04062102
1482,1,MS,roots,1.08253197
1483,1,MS,roots,1.07344243
1484,1,MS,roots,1.10894652
1485,1,MS,roots,1.16673069
1486,1,MS,roots,1.27352622
1487,1,MS,roots,1.03860051
1488,1,MS,roots,1.25108661
1489,1,MS,roots,1.18769512
1490,1,MS,roots,1.32377649
1491,1,MS,roots,1.31859465
1492,1,MS,roots,1.35268389
1493,1,MS,roots,1.34160279
1494,1,MS,roots,1.27457591
1495,1,MS,roots,1.20889195
1496,1,MS,roots,1.17833403
1497,1,MS,roots,1.26201255
1498,1,MS,roots,1.31152252
1499,1,MS,roots,1.14827726
1500,1,MS,roots,1.14887173
1501,1,MS,roots,1.14976144
1502,1,MS,roots,1.15350781
1503,1,MS,roots,1.15834521
1504,1,MS,roots,1.16460718
1505,1,MS,roots,1.16944352
1506,1,MS,roots,1.17714499
1507,1,MS,roots,1.18454527
1508,1,MS,roots,1.19037293
1509,1,MS,roots,1.20175645
1510,1,MS,roots,1.22586353
1511,1,MS,roots,1.25190278
1512,1,MS,roots,1.28912877
1513,1,MS,roots,1.33182516
1514,1,MS,roots,1.37582271
1515,1,MS,roots,1.42649514
1516,1,MS,roots,1.44918521
1517,1,MS,roots,1.45771513
1518,1,MS,roots,1.4582817
1519,1,MS,roots,1.45458239
1520,1,MS,roots,1.44892035
1521,1,MS,roots,1.44353426
1522,1,MS,roots,1.43869091
1523,1,MS,roots,1.43170833
1524,1,MS,roots,1.42338763
1525,1,MS,roots,1.41689235
1526,1,MS,roots,1.41105657
1527,1,MS,roots,1.40541762
1528,1,MS,roots,1.39811329
1529,1,MS,roots,1.39016891
1530,1,MS,roots,1.38173865
1531,1,MS,roots,1.37450244
1532,1,MS,roots,1.36861122
1533,1,MS,roots,1.36647261
1534,1,MS,roots,1.37419995
1535,1,MS,roots,1.38857505
1536,1,MS,roots,1.40218996
1537,1,MS,roots,1.41511836
1538,1,MS,roots,1.43205937
1539,1,MS,roots,1.43298743
1540,1,MS,roots,1.42823662
1541,1,MS,roots,1.41885649
1542,1,MS,roots,1.40452908
1543,1,MS,roots,1.38905953
1544,1,MS,roots,1.37488031
1545,1,MS,roots,1.3603247
1546,1,MS,roots,1.34914047
1547,1,MS,roots,1.33695735
1548,1,MS,roots,1.32553882
1549,1,MS,roots,1.31248861
1550,1,MS,roots,1.30029984
1551,1,MS,roots,1.28704361
1552,1,MS,roots,1.27371721
1553,1,MS,roots,1.26096139
1554,1,MS,roots,1.24874508
1555,1,MS,roots,1.23538746
1556,1,MS,roots,1.22360749
1557,1,MS,roots,1.21516168
1558,1,MS,roots,1.21564744
1559,1,MS,roots,1.22359357
1560,1,MS,roots,1.26373621
1561,1,MS,roots,1.31187017
1562,1,MS,roots,1.35425058
1563,1,MS,roots,1.3866968
1564,1,MS,roots,1.4215958
1565,1,MS,roots,1.42064648
1566,1,MS,roots,1.40497936
1567,1,MS,roots,1.38246729
1568,1,MS,roots,1.35811903
1569,1,MS,roots,1.33192608
1570,1,MS,roots,1.30487933
1571,1,MS,roots,1.27889277
1572,1,MS,roots,1.25388249
1573,1,MS,roots,1.23051466
1574,1,MS,roots,1.20801342
1575,1,MS,roots,1.18908711
1576,1,MS,roots,1.17248262
1577,1,MS,roots,1.15727279
1578,1,MS,roots,1.14202337
1579,1,MS,roots,1.12518547
1580,1,MS,roots,1.11124957
1581,1,MS,roots,1.10118468
1582,1,MS,roots,1.09510659
1583,1,MS,roots,1.09485014
1584,1,MS,roots,1.09654834
1585,1,MS,roots,1.09684511
1586,1,MS,roots,1.09453566
1587,1,MS,roots,1.086627
1588,1,MS,roots,1.07657522
1589,1,MS,roots,1.06140525
1590,1,MS,roots,1.04509831
1591,1,MS,roots,1.02726254
1592,1,MS,roots,1.00724132
1593,1,MS,roots,0.99107344
1594,1,MS,roots,0.97086502
1595,1,MS,roots,0.95242781
1596,1,MS,roots,0.93686221
1597,1,MS,roots,0.9229266
1598,1,MS,roots,0.9102467
1599,1,MS,roots,0.89718684
1600,1,MS,roots,0.88611084
1601,1,MS,roots,0.8720086
1602,1,MS,roots,0.85955933
1603,1,MS,roots,0.84724162
1604,1,MS,roots,0.83791651
1605,1,MS,roots,0.842746
1606,1,MS,roots,0.86600524
1607,1,MS,roots,0.89234196
1608,1,MS,roots,0.92103564
1609,1,MS,roots,0.95506794
1610,1,MS,roots,0.97805209
1611,1,MS,roots,0.98870919
1612,1,MS,roots,1.00636016
1613,1,MS,roots,1.01831849
1614,1,MS,roots,1.01805065
1615,1,MS,roots,1.01209466
1616,1,MS,roots,0.99945972
1617,1,MS,roots,0.98352615
1618,1,MS,roots,0.96432008
1619,1,MS,roots,0.94383272
1620,1,MS,roots,0.92458389
1621,1,MS,roots,0.90794172
1622,1,MS,roots,0.89546661
1623,1,MS,roots,0.88527163
1624,1,MS,roots,0.87865314
1625,1,MS,roots,0.87680127
1626,1,MS,roots,0.87475552
1627,1,MS,roots,0.87500473
1628,1,MS,roots,0.8782348
1629,1,MS,roots,0.89088372
1630,1,MS,roots,0.9104712
1631,1,MS,roots,0.93458753
1632,1,MS,roots,0.96701692
1633,1,MS,roots,1.00742441
1634,1,MS,roots,1.0528637
1635,1,MS,roots,1.09128277
1636,1,MS,roots,1.12577056
1637,1,MS,roots,1.14909972
1638,1,MS,roots,1.15418487
1639,1,MS,roots,1.15260326
1640,1,MS,roots,1.1461269
1641,1,MS,roots,1.13891426
1642,1,MS,roots,1.13265199
1643,1,MS,roots,1.12641881
1644,1,MS,roots,1.11870767
1645,1,MS,roots,1.11163695
1646,1,MS,roots,1.10660952
1647,1,MS,roots,1.10259867
1648,1,MS,roots,1.09980464
1649,1,MS,roots,1.10051462
1650,1,MS,roots,1.10324927
1651,1,MS,roots,1.10654775
1652,1,MS,roots,1.11208092
1653,1,MS,roots,1.11709621
1654,1,MS,roots,1.12226035
1655,1,MS,roots,1.12787701
1656,1,MS,roots,1.1321209
1657,1,MS,roots,1.14049229
1658,1,MS,roots,1.14806619
1659,1,MS,roots,1.1514262
1660,1,MS,roots,1.14962251
1661,1,MS,roots,1.14352348
1662,1,MS,roots,1.12997159
1663,1,MS,roots,1.1151724
1664,1,MS,roots,1.1018831
1665,1,MS,roots,1.08857806
1666,1,MS,roots,1.07394583
1667,1,MS,roots,1.05729595
1668,1,MS,roots,1.03778536
1669,1,MS,roots,1.02391718
1670,1,MS,roots,1.01273844
1671,1,MS,roots,1.00880527
1672,1,MS,roots,1.00792628
1673,1,MS,roots,1.01237362
1674,1,MS,roots,1.01873662
1675,1,MS,roots,1.0229447
1676,1,MS,roots,1.03333352
1677,1,MS,roots,1.05534563
1678,1,MS,roots,1.09689998
1679,1,MS,roots,1.14526489
1680,1,MS,roots,1.20698613
1681,1,MS,roots,1.27393363
1682,1,MS,roots,1.33596859
1683,1,MS,roots,1.38602804
1684,1,MS,roots,1.42378039
1685,1,MS,roots,1.44044759
1686,1,MS,roots,1.44468995
1687,1,MS,roots,1.4374456
1688,1,MS,roots,1.42628247
1689,1,MS,roots,1.41334152
1690,1,MS,roots,1.39803032
1691,1,MS,roots,1.38033432
1692,1,MS,roots,1.36141748
1693,1,MS,roots,1.3430159
1694,1,MS,roots,1.32756288
1695,1,MS,roots,1.32194514
1696,1,MS,roots,1.32285774
1697,1,MS,roots,1.32808783
1698,1,MS,roots,1.33698407
1699,1,MS,roots,1.35127402
1700,1,MS,roots,1.36505416
1701,1,MS,roots,1.38030497
1702,1,MS,roots,1.38804432
